Record ID,Date,INA,Wholesale Trade,Transportation & Warehouse,Construction,Finance & Insurance,Manufacturing,Agricult./Forestry/Fishing/Hunting,Public Administration,Utilities,Accomodation & Food Services,Information,Professional/Scientific/Tech. Services,Real Estate & Rental & Leasing,Other Services (except Public Administration),Management of Companies & Enterprises,Educational Services,Mining,Health Care & Social Assistance,Arts, Entertainment & Recreation,Admin. & Support/Waste Mgmt./Remedia. Serv.,Retail Trade
01012012,2012-01-01T00:00:00,2405,2043,3271,12854,1268,7017,625,686,49,7368,1053,1946,1114,1974,280,1265,479,5122,2313,8647,6202
01012013,2013-01-01T00:00:00,2025,2000,3353,11774,1420,8832,540,735,70,6619,979,1722,1046,1789,257,1186,491,5366,1990,7717,5831
01012014,2014-01-01T00:00:00,2015,1808,2850,11951,1580,6104,582,682,76,5956,925,1885,897,1532,248,980,539,4877,1825,7849,5009
01012015,2015-01-01T00:00:00,1665,1471,2061,10354,989,6637,555,499,43,4807,650,1508,662,979,266,707,342,3389,1819,6276,3788
01012016,2016-01-01T00:00:00,1476,1188,1541,8023,708,6148,557,423,65,4116,529,1465,596,812,211,567,223,2572,2140,5375,2992
01012017,2017-01-01T00:00:00,1777,1239,1440,7046,766,3851,482,411,43,3695,560,1460,597,776,167,584,162,2638,1724,4972,3042
01012018,2018-01-01T00:00:00,1518,1201,1308,8486,783,3454,418,383,31,3552,821,1330,529,684,166,472,205,2590,1571,4639,2843
01012019,2019-01-01T00:00:00,2647,1020,996,5328,804,2304,370,320,23,3372,498,1224,453,609,168,493,154,2260,1517,3729,2605
01012020,2020-01-01T00:00:00,1118,887,1174,5430,689,5048,289,268,33,2777,374,1074,489,538,149,305,125,1934,1449,3284,2240
01012021,2021-01-01T00:00:00,1814,1901,2064,7463,1070,4286,384,503,56,8874,799,2210,917,1543,310,891,138,6268,1984,7000,5442
02012012,2012-02-01T00:00:00,2100,2017,2783,13213,1274,6134,549,691,45,6192,1004,1820,1123,1850,294,1099,474,4971,1978,8222,6132
02012013,2013-02-01T00:00:00,1848,1896,2521,10449,1273,6530,553,683,56,5445,857,1685,1038,1567,236,929,387,4650,1747,7577,5276
02012014,2014-02-01T00:00:00,1800,1844,2772,13830,1696,5734,566,633,72,5338,937,1950,970,1433,239,852,593,4828,1682,7700,5059
02012015,2015-02-01T00:00:00,1496,1508,1689,9046,1000,6360,533,499,64,4337,684,1440,687,1022,275,661,223,3380,1850,6220,3844
02012016,2016-02-01T00:00:00,1434,1313,1385,9124,806,4312,494,436,38,3947,525,1539,649,846,199,526,270,2916,1990,5842,3384
02012017,2017-02-01T00:00:00,1420,1202,1278,6124,831,4181,392,389,47,3072,572,1404,606,760,162,494,142,2498,1644,4458,2982
02012018,2018-02-01T00:00:00,1296,1178,1122,7198,772,2750,377,344,32,2870,747,1248,533,684,190,411,132,2601,1523,4236,2758
02012020,2020-02-01T00:00:00,1048,950,980,6182,707,2643,302,273,28,2442,363,1107,483,517,167,317,138,1890,1393,3405,2138
02012021,2021-02-01T00:00:00,1860,1942,2628,11137,1177,5709,419,494,53,7707,777,1992,837,1459,329,874,269,6286,1819,7479,5648
03012012,2012-03-01T00:00:00,2006,1911,2432,10447,1308,5468,355,553,63,5238,915,1698,1000,1792,273,1091,253,5041,1320,6799,5682
03012014,2014-03-01T00:00:00,1590,1631,1788,8343,1620,5063,418,521,62,4331,852,1770,842,1218,217,774,318,4671,1105,6020,4337
03012015,2015-03-01T00:00:00,1351,1530,1469,8222,961,3828,423,473,42,3621,700,1378,631,903,263,643,229,3467,1050,5159,3432
03012016,2016-03-01T00:00:00,1222,1166,1106,5946,757,3599,325,368,32,2765,430,1360,569,694,155,432,198,2619,994,4175,2652
03012017,2017-03-01T00:00:00,1131,1127,1731,5151,812,3507,247,361,41,2497,504,1390,447,673,144,448,100,2569,691,3914,2630
03012018,2018-03-01T00:00:00,1070,1062,1044,5100,797,2425,227,300,27,2237,635,1142,446,551,162,401,72,2473,596,3158,2306
03012020,2020-03-01T00:00:00,332,850,1085,4295,736,2375,201,225,20,2195,412,1027,417,426,157,292,83,1901,706,2560,1948
04012012,2012-04-01T00:00:00,2076,1901,1760,7886,1316,4887,196,499,57,4059,893,1642,884,1577,259,1025,176,4872,746,5989,5242
04012013,2013-04-01T00:00:00,1638,1552,1692,7225,1277,4919,222,550,54,3514,730,1846,840,1442,242,852,159,4592,759,5306,4552
04012014,2014-04-01T00:00:00,1334,1442,1278,5398,1520,3676,192,457,53,2997,820,1538,692,990,194,695,222,4349,601,4814,3835
04012015,2015-04-01T00:00:00,1180,1343,1020,4431,900,3553,183,350,49,2253,681,1289,544,739,211,578,174,3306,452,3862,2923
04012016,2016-04-01T00:00:00,1010,981,701,2883,637,3141,116,247,30,1583,346,1125,368,533,108,418,123,2344,327,3016,2171
04012017,2017-04-01T00:00:00,1034,1022,900,3740,822,2706,136,271,34,1687,471,1275,394,579,143,415,60,2537,355,3016,2497
04012018,2018-04-01T00:00:00,956,950,681,3597,885,2269,128,235,23,1409,564,1130,400,501,140,386,52,2443,306,2646,2127
04012020,2020-04-01T00:00:00,3506,7264,8814,13076,2681,35543,400,1127,111,60232,3104,7888,3578,13384,1452,4869,245,29282,10456,20437,34196
04012021,2021-04-01T00:00:00,1340,1984,2163,4480,1275,7794,228,411,44,7553,866,2055,885,1403,288,768,86,6651,970,6747,5824
05012012,2012-05-01T00:00:00,1784,1980,1552,6466,1437,6411,213,479,67,3673,936,2063,928,1669,236,998,145,5018,626,5698,5058
05012013,2013-05-01T00:00:00,1456,1527,1322,4843,1233,4412,174,501,52,3385,840,2208,961,1453,237,800,118,4642,585,5082,4303
05012014,2014-05-01T00:00:00,1310,1395,1056,4120,1715,3750,154,419,43,2821,739,1903,582,1027,186,687,201,4415,440,4538,3710
05012015,2015-05-01T00:00:00,1148,1273,877,3483,948,3156,106,313,33,2146,603,1513,437,804,229,581,165,3201,340,3607,2765
05012016,2016-05-01T00:00:00,981,759,701,2253,628,5405,102,188,23,1389,367,1245,296,655,117,403,101,2314,204,2832,1906
05012017,2017-05-01T00:00:00,1029,936,813,3175,803,2753,109,239,34,1784,475,1484,370,584,147,418,48,2680,236,2922,2402
05012018,2018-05-01T00:00:00,910,913,690,2597,941,5432,92,181,22,1478,556,1220,352,468,135,372,33,2455,206,2442,2075
05012020,2020-05-01T00:00:00,3995,7790,10361,11605,3110,33069,424,1220,99,57682,3433,8659,3880,10757,1620,7953,271,27427,11086,22755,32082
05012021,2021-05-01T00:00:00,1202,1895,2508,3607,1249,13278,190,434,27,6954,834,1967,853,1392,285,752,60,6421,781,6265,5627
06012012,2012-06-01T00:00:00,1728,2062,3278,4947,1392,5935,155,479,55,5359,1028,2073,1060,1790,256,1772,94,5946,555,5340,4856
06012013,2013-06-01T00:00:00,1441,1607,3448,3866,1298,4405,175,532,51,5128,1043,2313,965,1685,224,1461,90,5718,528,5010,4391
06012014,2014-06-01T00:00:00,1367,1415,2910,3587,1591,3373,119,395,32,4607,822,1971,788,1162,190,1056,100,5056,399,4384,3474
06012015,2015-06-01T00:00:00,1208,1394,2625,3051,934,3155,114,304,44,3858,744,1643,616,892,220,960,174,4047,327,3695,2845
06012016,2016-06-01T00:00:00,1092,894,2513,1759,656,2406,102,190,34,3390,541,1313,450,679,136,752,74,3162,237,2892,2132
06012017,2017-06-01T00:00:00,1108,933,2468,2392,790,2665,82,239,39,3401,550,1547,547,779,121,714,35,3428,233,2978,2637
06012018,2018-06-01T00:00:00,987,849,2130,1908,925,2067,63,194,31,3179,629,1536,526,664,149,598,32,3145,206,2379,2209
06012020,2020-06-01T00:00:00,3966,6936,9501,9714,2975,17074,369,1024,105,48660,3340,7723,3520,7528,1597,9177,255,25750,8372,21083,23867
06012021,2021-06-01T00:00:00,1333,1636,3363,2618,1056,11426,136,374,29,6801,700,1843,823,1237,266,930,52,6259,613,5325,4511
07012011,2011-07-01T00:00:00,2251,2595,4595,6234,2114,6696,246,661,77,7334,1387,2977,1248,2287,250,2624,116,7895,896,7594,6744
07012012,2012-07-01T00:00:00,1783,2205,3973,4635,1428,7020,217,496,67,5738,1073,2157,1239,1718,270,2071,120,6392,634,5756,4998
07012013,2013-07-01T00:00:00,1589,1657,4043,3168,1290,5572,189,488,46,5231,1008,2204,1056,1617,211,1520,71,5860,554,5214,4641
07012014,2014-07-01T00:00:00,1369,1445,3309,2837,1459,4032,120,407,41,4585,871,1924,746,1141,184,1353,83,5211,413,4518,3650
07012015,2015-07-01T00:00:00,1346,1323,3232,2747,889,3301,147,323,29,4128,727,1618,671,909,198,1059,171,4103,384,3680,2854
07012017,2017-07-01T00:00:00,1144,1099,3292,2060,741,5092,85,257,32,3798,580,1584,565,847,114,832,28,3525,280,3130,2756
07012018,2018-07-01T00:00:00,1035,914,2873,1736,1015,2743,72,218,22,3553,731,1757,552,671,141,701,32,3368,231,2452,2306
07012019,2019-07-01T00:00:00,959,813,2897,1374,736,3114,85,233,24,3381,499,1215,437,588,119,608,43,3035,213,2420,2052
07012020,2020-07-01T00:00:00,3676,6233,8452,8537,2742,15379,372,985,109,40722,3135,7120,3018,6049,1325,8366,271,22040,5788,20149,19267
07012021,2021-07-01T00:00:00,1654,1437,3172,1826,970,8158,118,315,30,6238,654,1629,754,1110,240,921,43,5506,588,4406,3767
08012011,2011-08-01T00:00:00,2206,2371,4281,5696,1981,5736,291,622,49,6737,1380,2632,1145,2172,278,2360,143,7484,997,7110,6393
08012012,2012-08-01T00:00:00,1799,2114,2458,4665,1407,6065,222,466,68,4164,1049,2082,1001,1802,263,1818,96,5929,603,5704,5105
08012013,2013-08-01T00:00:00,1647,1615,2501,3636,1436,6289,213,497,55,3727,991,2161,988,1632,170,1385,96,5630,525,5343,4282
08012014,2014-08-01T00:00:00,1457,1522,2180,3036,1415,3238,151,406,51,3417,819,1927,586,1145,166,1292,66,4845,423,4312,3359
08012015,2015-08-01T00:00:00,1271,1366,2495,2657,950,3692,161,293,38,3131,759,1644,609,934,175,1038,117,3997,383,4009,2977
08012016,2016-08-01T00:00:00,1221,1224,2955,2221,913,3164,179,269,44,3543,638,1763,533,908,134,965,122,3699,283,3780,2986
08012017,2017-08-01T00:00:00,1300,1090,2823,2042,745,2968,111,234,25,3245,564,1657,465,704,129,798,30,3170,286,3246,2653
08012018,2018-08-01T00:00:00,1184,955,1223,1812,948,2000,101,220,21,1720,622,1662,375,571,147,503,40,2725,222,2284,2099
08012019,2019-08-01T00:00:00,903,795,1352,1342,752,2144,85,231,31,1649,472,1226,292,477,130,447,39,2377,239,2117,1912
08012020,2020-08-01T00:00:00,3247,4287,6471,5921,2127,9437,267,719,69,23759,2102,5140,1938,3819,783,4665,236,14986,3419,13901,12251
08012021,2021-08-01T00:00:00,1819,1140,2764,1592,841,3913,100,264,22,4616,527,1371,485,848,190,742,41,4289,447,3360,2816
09012011,2011-09-01T00:00:00,2057,2246,1805,6027,1760,5722,229,605,58,4439,1201,2456,869,1803,218,1956,126,6555,937,6400,6012
09012012,2012-09-01T00:00:00,1655,1885,1395,5244,1345,8209,205,445,66,3274,1022,1925,859,1550,280,1546,107,5201,560,5396,4759
09012013,2013-09-01T00:00:00,1631,1485,1306,3760,1455,4682,170,418,36,2934,828,1925,713,1349,161,1178,91,5163,416,4882,4035
09012014,2014-09-01T00:00:00,1268,1428,1021,3265,1294,4092,137,374,69,2198,782,1918,481,872,135,1100,73,4150,352,3884,3082
09012015,2015-09-01T00:00:00,1186,1285,772,2608,904,3312,160,291,57,1659,654,1512,477,702,159,818,108,3319,315,3460,2654
09012016,2016-09-01T00:00:00,1048,1220,899,2049,864,3142,142,275,49,1686,537,1629,395,561,120,771,75,3032,256,3489,2650
09012017,2017-09-01T00:00:00,1203,973,715,2126,722,2214,116,200,34,1300,488,1524,356,532,129,571,30,2622,192,2570,2128
09012018,2018-09-01T00:00:00,1024,884,557,1655,870,2026,85,187,28,1098,493,1561,330,472,130,438,30,2312,162,2054,1732
09012021,2021-09-01T00:00:00,1117,893,1290,1454,685,10516,88,188,26,1942,369,1081,370,539,144,489,31,2919,199,2576,1959
10012011,2011-10-01T00:00:00,2196,2120,1775,5790,1548,5735,214,633,57,4279,1108,2143,838,1709,206,1793,143,5970,728,6047,5322
10012012,2012-10-01T00:00:00,1498,1787,1440,4646,1250,5068,165,492,53,3105,941,1719,762,1461,290,1402,108,4984,510,4966,4554
10012013,2013-10-01T00:00:00,1593,1477,1173,3460,1433,4628,143,485,56,2774,722,1820,656,1229,141,1066,124,4644,436,4745,3824
10012014,2014-10-01T00:00:00,1233,1309,914,3102,1195,3384,121,384,52,2245,736,1777,511,858,132,938,74,4090,393,4015,3142
10012015,2015-10-01T00:00:00,1040,1123,755,2308,889,3334,123,303,67,1655,548,1329,406,677,160,703,92,3068,321,3180,2500
10012017,2017-10-01T00:00:00,1527,1022,743,2197,763,5318,89,257,36,1521,601,1475,388,514,127,599,24,2544,217,2955,2215
10012018,2018-10-01T00:00:00,1010,850,535,1785,872,1872,67,201,29,1246,502,1476,340,465,126,430,38,2369,210,2055,1751
10012020,2020-10-01T00:00:00,2712,2413,2728,3778,1203,5875,149,528,47,7840,972,2957,872,1582,421,1527,140,8103,1064,7210,5771
10012021,2021-10-01T00:00:00,812,740,650,1479,584,1653,84,194,21,1383,363,920,301,415,109,398,36,2358,158,1892,1593
11012011,2011-11-01T00:00:00,2295,2208,2045,7782,1600,7014,261,714,49,5035,1214,2230,1043,1919,259,1692,191,6456,1011,7174,6144
11012012,2012-11-01T00:00:00,1472,1516,1138,4968,1035,5261,212,474,50,3009,756,1435,703,1221,236,1000,164,3988,724,4586,3685
11012013,2013-11-01T00:00:00,1577,1638,1196,4700,1568,5234,190,481,65,3341,689,1806,732,1302,171,983,130,4836,730,5252,3973
11012014,2014-11-01T00:00:00,1346,1288,944,3815,1077,3583,180,464,43,2744,656,1710,505,820,157,874,94,3992,635,4258,3072
11012015,2015-11-01T00:00:00,1187,1106,744,2991,733,3543,174,345,57,1997,519,1272,468,708,151,618,107,2936,529,3455,2407
11012017,2017-11-01T00:00:00,1565,1025,712,2802,704,4902,149,288,30,1760,537,1387,371,508,112,478,58,2432,390,2615,2033
11012018,2018-11-01T00:00:00,1117,787,584,2864,758,1885,122,262,12,1422,441,1180,318,449,133,375,59,2074,355,2065,1703
11012019,2019-11-01T00:00:00,1217,774,705,2512,696,2477,105,240,24,1294,314,1042,347,401,105,350,65,1873,285,2108,1557
11012020,2020-11-01T00:00:00,2308,1807,1952,3767,1020,4500,169,442,43,6310,786,2473,782,1323,287,1150,145,6496,869,5797,4489
12012011,2011-12-01T00:00:00,2180,2024,1992,10175,1289,6874,497,641,50,5326,994,1938,990,1896,242,1305,384,5337,1341,7125,5325
12012012,2012-12-01T00:00:00,1919,1921,1616,7398,1343,8246,428,613,79,4393,937,1749,1052,1555,274,1118,295,5227,1236,6280,4988
12012013,2013-12-01T00:00:00,1749,1584,1495,7861,1613,5354,382,524,70,3939,722,1823,726,1334,182,941,275,4928,1064,5882,3993
12012014,2014-12-01T00:00:00,1557,1295,1093,5855,979,3964,383,460,40,3165,621,1616,548,883,218,811,150,3760,917,4699,2985
12012016,2016-12-01T00:00:00,1639,1151,1122,4808,748,3011,366,375,45,2480,437,1341,495,676,152,594,141,2525,728,3589,2418
12012017,2017-12-01T00:00:00,1859,1085,823,4192,760,2449,267,336,35,2241,692,1333,396,587,132,471,81,2514,586,3172,2299
12012018,2018-12-01T00:00:00,1343,918,760,3610,787,2425,247,274,17,1954,412,1150,359,500,146,359,89,2145,547,2708,2064
12012019,2019-12-01T00:00:00,1031,831,714,3215,636,2397,197,241,32,1634,332,1024,411,435,115,319,87,1903,457,2409,1690
12012020,2020-12-01T00:00:00,1908,1632,1805,4235,980,3975,271,496,59,7488,677,2121,772,1268,284,967,120,6049,973,5406,4365